subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/5/2018,8/10/2018,8/16/2018,Ipsos,B+,683,lv,.025464,0,39.3,42.2,43.4141,45.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53743,87353,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/11/2018,8/17/2018,Ipsos,B+,861,lv,.0325029,0,38.5,41.6,42.6141,45.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53742,87352,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/12/2018,8/16/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2657575,0,44,44,45.77228,42.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53722,86211,8/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/12/2018,8/18/2018,Ipsos,B+,1025,lv,.0391502,.0000822,38.9,42,43.0141,45.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53741,87351,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/13/2018,8/19/2018,Ipsos,B+,1187,lv,.0458636,.0001916,39.5,41.9,43.6141,45.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53740,87349,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/14/2018,8/20/2018,Ipsos,B+,1207,lv,.0471743,.0002942,38.8,41.9,42.9141,45.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53739,87348,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/16/2018,8/18/2018,Morning Consult,B-,1974,rv,.2970692,.0019411,45,36,49.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2018/08/180824_crosstabs_Politico_v1_.pdf,53720,86208,8/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/15/2018,8/19/2018,Monmouth University,A+,725,rv,1.544823,.0184282,48,43,47.11111,41.97136,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_082218/,53658,86209,8/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/15/2018,8/21/2018,Ipsos,B+,1116,lv,.0441185,.0003651,39.4,41.3,43.5141,44.81906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53798,87347,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/16/2018,8/22/2018,Ipsos,B+,928,lv,.0370843,.000382,37.2,42.9,41.3141,46.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53797,87346,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2018,8/21/2018,Fox News,A,1009,rv,1.568382,.0332648,49,38,48.93378,37.97261,"","",https://www.scribd.com/document/386839782/Fox-August-2018-Naitonal-Topline-August-22-Release,53738,86238,8/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/18/2018,8/22/2018,NBC News/Wall Street Journal,A-,900,rv,1.208136,.0240004,50,42,49.32769,40.98977,"","",http://media1.s-nbcnews.com/i/today/z_creative/18798NBCWSJAugustPoll.pdf,53773,86410,8/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2018,8/21/2018,YouGov,B,1244,rv,.2951691,.0039594,44,38,48.73125,40.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iqa9xbuq8j/econTabReport.pdf,53721,86210,8/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/17/2018,8/23/2018,Ipsos,B+,749,lv,.0302615,.0003725,37.7,42.7,41.8141,46.21906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53796,87345,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/18/2018,8/24/2018,Ipsos,B+,571,lv,.0233058,.0003332,39.2,43.6,43.3141,47.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53795,87344,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2018,8/23/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2751163,.0043761,46,41,47.77228,39.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53803,86489,8/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2018,8/24/2018,Harris Interactive,C+,5003,rv,.4663373,.0105646,42,36,44.64227,38.38705,"",T,https://scottrasmussen.com/toplines-full-week-generic-ballot,53808,86497,8/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/19/2018,8/25/2018,Ipsos,B+,407,lv,.0167692,.0002731,39,43,43.1141,46.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53794,87343,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/20/2018,8/26/2018,Ipsos,B+,2947,rv,.1224261,.002237,45.4,34.3,49.5141,37.81906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53793,86444,8/27/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2018,8/23/2018,Harris Interactive,C+,1330,rv,.1218039,.0031143,45,37,47.64227,39.38705,"","",https://harvardharrispoll.com/wp-content/uploads/2018/08/Final_HHP_Aug2018_RegisteredVoters_Topline_Memo.pdf,53782,86423,8/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/23/2018,8/24/2018,Morning Consult,B-,1564,rv,.2509693,.005321,44,36,48.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2018/08/180830_crosstabs_Politico_v1_-1.pdf,53771,86406,8/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/21/2018,8/27/2018,Ipsos,B+,2925,rv,.1224886,.0024815,45.7,34.3,49.8141,37.81906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53792,86443,8/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2018,8/28/2018,Ipsos,B+,2774,rv,.1172141,.0026045,46.6,33.8,50.7141,37.31906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53842,86564,8/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2018,8/25/2018,Harris Interactive,C+,1001,rv,.0890965,.0027765,45,34,47.64227,36.38705,"","",http://thehill.com/hilltv/what-americas-thinking/404314-hilltv-poll-dems-hold-double-digit-lead-over-republicans-on,53825,86521,8/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2018,8/27/2018,McLaughlin & Associates,C-,1000,lv,.6386436,.0194453,44,44,46.27379,41.5372,"","",http://mclaughlinonline.com/2018/08/29/ma-poll-national-monthly-august/,53805,86493,8/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/23/2018,8/29/2018,Ipsos,B+,2075,rv,.0885658,.0021384,46,34.6,50.1141,38.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53852,86591,8/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/23/2018,8/28/2018,Suffolk University,B+,1000,rv,1.403538,.0633138,49.5,38.5,49.49641,39.6301,"","",https://www.suffolk.edu/documents/SUPRC/9_4_2018_marginals.pdf,53806,86549,8/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/23/2018,8/30/2018,IBD/TIPP,A-,830,rv,1.169946,.0505481,50,39,50.57706,38.36559,"","",https://www.investors.com/politics/trumps-approval-midterm-elections-ibd-tipp-poll/,53821,86522,8/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2018,8/30/2018,Ipsos,B+,1719,rv,.0741673,.0019271,45.1,35.4,49.2141,38.91906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53851,86590,8/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2018,8/28/2018,YouGov,B,1247,rv,.3330657,.0090029,45,39,49.73125,41.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/krhk8brhhw/econTabReport.pdf,53802,86486,8/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/25/2018,8/31/2018,Ipsos,B+,1943,rv,.0847321,.0023557,44.1,35.7,48.2141,39.21906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53850,86589,9/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2018,9/2/2018,Public Religion Research Institute,"",1524,rv,1.143579,.0539606,49,42,48.44359,42.60264,"","",https://www.prri.org/research/abortion-reproductive-health-midterms-trump-kavanaugh/,56164,90159,10/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2018,8/29/2018,ABC News/Washington Post,A+,879,rv,1.708677,.0907843,52,38,50.51143,37.6754,"","",https://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-aug-26-29-2018/2324/,53816,86548,8/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2018,8/30/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2852585,.0088074,46,42,47.77228,40.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53862,86618,9/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2018,9/1/2018,Ipsos,B+,1956,rv,.0862646,.0025521,43.9,35.6,48.0141,39.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53849,86588,9/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/26/2018,8/31/2018,Harris Interactive,C+,5000,rv,.4182536,.0176755,42,35,44.64227,37.38705,"",T,https://scottrasmussen.com/crosstabs-august-26-31-2018-generic-ballot/,53832,86531,9/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/29/2018,8/31/2018,Emerson College,B+,1000,rv,1.374803,.0781101,52,39,51.34995,38.18074,"","",https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-voters-better-off-financially-country-worse-off-overall-under-trump-consider-third-party-option-2020#.W420Di2ZPzL,53831,86530,9/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/28/2018,8/31/2018,Morning Consult,B-,1964,rv,.3332374,.0109525,42,40,46.56789,41.9945,"","",https://morningconsult.com/wp-content/uploads/2018/08/180842_crosstabs_Politico_v1_.pdf,53841,86556,9/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/27/2018,9/2/2018,Ipsos,B+,1980,rv,.0883406,.0027685,44.1,35.2,48.2141,38.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53848,86587,9/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/28/2018,9/3/2018,Ipsos,B+,2014,rv,.0909457,.0030067,44.5,35.1,48.6141,38.61906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1,53847,86586,9/4/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/29/2018,9/2/2018,Selzer & Company,A+,779,lv,1.699818,.1174671,45,43,46.44543,41.99455,"","",https://www.dropbox.com/sh/j4bh7uofb3irmiy/AABoJo0BTunwf_dtbcRxMKura?dl=0&preview=Grinnell+College+National+Poll+-+A+Challenging+Road+to+2020+Release+with+data+EMBARGOED+UNTIL+SEPTEMBER+5+2018.pdf,53856,86610,9/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/29/2018,9/4/2018,Ipsos,B+,392,lv,.0179117,.0006228,53,37,57.1141,40.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53940,87342,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/30/2018,9/5/2018,Ipsos,B+,563,lv,.0260205,.000949,51.4,38.2,55.5141,41.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53955,87341,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/24/2018,9/13/2018,Public Religion Research Institute,"",1464,rv,1.041266,.0711,55,41,54.44359,41.60264,"","",https://www.prri.org/wp-content/uploads/2018/10/Civic-Engagement-Topline.pdf,56165,90160,10/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/2/2018,9/4/2018,YouGov,B,1249,rv,.3742514,.0143701,45,40,49.73125,42.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/22joa4cprz/econTabReport.pdf,53860,86617,9/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/31/2018,9/6/2018,Ipsos,B+,731,lv,.0341417,.0013037,49.9,38.6,54.0141,42.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53954,87340,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/1/2018,9/7/2018,Ipsos,B+,893,lv,.0421049,.001681,50.8,38.6,54.9141,42.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53953,87339,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/2/2018,9/6/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2962553,.0133291,46,42,47.77228,40.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53965,86843,9/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/2/2018,9/8/2018,Ipsos,B+,1097,lv,.0521667,.0021748,50.5,39.5,54.6141,43.01906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53952,87338,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/4/2018,9/7/2018,Harris Interactive,C+,1976.5,lv,.1572356,.0096662,48.5,39,51.14227,41.38705,*,T,https://scottrasmussen.com/full-week-generic-ballot/,53906,86703,9/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/3/2018,9/9/2018,Ipsos,B+,1281,lv,.0613394,.0026694,50.9,38.9,55.0141,42.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53951,87337,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/5/2018,9/9/2018,Marist College,A,777,rv,1.286363,.110294,50,38,50.15729,38.32661,"","",http://maristpoll.marist.edu/wp-content/uploads/2018/09/NPR_Marist-Poll_National-Nature-of-the-Sample-and-Tables_Trump-Approval_September-2018_1809111654.pdf#page=3,53962,86837,9/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/4/2018,9/10/2018,Ipsos,B+,1246,lv,.0600448,.0027243,49.2,40.1,53.3141,43.61906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,53950,87336,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/6/2018,9/9/2018,Morning Consult,B-,1988,rv,.3635027,.0180372,45,35,49.56789,36.9945,"","",https://morningconsult.com/wp-content/uploads/2018/09/180919_crosstabs_POLITICO_v1_DK.pdf,53961,86836,9/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/6/2018,9/9/2018,Quinnipiac University,A-,1038,rv,1.183691,.0867041,52,38,49.86077,37.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2568,53925,86835,9/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,8/22/2018,9/24/2018,USC Dornsife/LA Times,C,2513,lv,1.014881,.0682758,55,41,51.89659,40.31212,"","",https://drive.google.com/file/d/17a2G4FsTE53XDsZEi9EH4pHcKpCmOtvO/view,55882,89547,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/6/2018,9/9/2018,CNN/SSRS,A-,775,lv,1.090311,.0882763,52,42,49.30853,40.73169,"","",https://www.cnn.com/2018/09/13/politics/cnn-poll-democrats-lead-likely-voters/index.html,53932,86893,9/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/5/2018,9/11/2018,Ipsos,B+,1225,lv,.0594215,.0028059,49,40.8,53.1141,44.31906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54081,87335,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/8/2018,9/9/2018,Harris Interactive,C+,1000,rv,.0784506,.0053543,41,36,43.64227,38.38705,"","",https://thehill.com/hilltv/what-americas-thinking/406720-dem-lead-shrinks-on-generic-house-ballot,54060,87206,9/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/6/2018,9/12/2018,Ipsos,B+,1260,lv,.0614491,.003019,49.4,40.7,53.5141,44.21906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54080,87334,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2018,9/11/2018,YouGov,B,1216,rv,.3899338,.0197263,44,41,48.73125,43.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sc59yl78f2/econTabReport.pdf,53964,86842,9/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/7/2018,9/13/2018,Ipsos,B+,1281,lv,.062697,.0032065,49.3,41.2,53.4141,44.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54079,87333,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2018,9/13/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3098089,.0193899,47,42,48.77228,40.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,54102,87447,9/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/8/2018,9/14/2018,Ipsos,B+,1273,lv,.0625367,.0035697,49.2,40.8,53.3141,44.31906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54078,87350,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2018,9/15/2018,Ipsos,B+,1253,lv,.0617888,.003971,49.5,39.8,53.6141,43.31906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54077,87415,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2018,9/14/2018,Harris Interactive,C+,3207.5,lv,.2458754,.0209607,48,41,50.64227,43.38705,*,T,https://scottrasmussen.com/crosstabs-september-9-14-2018-2/,54045,87178,9/15/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/10/2018,9/16/2018,Ipsos,B+,1261,lv,.0623766,.0044631,47.9,41.5,52.0141,45.01906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54076,87414,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/11/2018,9/17/2018,Ipsos,B+,1297,lv,.0643165,.005076,48.3,41.2,52.4141,44.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,54075,87413,9/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/12/2018,9/18/2018,Ipsos,B+,659,lv,.0327781,.0028279,48.3,40.8,52.4141,44.31906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55867,89490,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/13/2018,9/16/2018,Morning Consult,B-,1564,rv,.3094236,.0264564,43,38,47.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2018/09/180941_crosstabs_POLITICO_v1_HS.pdf,54100,87448,9/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/13/2018,9/19/2018,Ipsos,B+,1263,lv,.0629007,.0058955,47.5,41.1,51.6141,44.61906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55866,89489,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/9/2018,9/23/2018,Greenberg Quinlan Rosner,B-,700,lv,.8650152,.1262082,51,42,49.95824,40.96148,"","",http://www.democracycorps.com/attachments/article/1098/Dcorps%20AFT%20FQ%20092318.pdf,56185,90221,10/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/14/2018,9/20/2018,Ipsos,B+,1222,lv,.060889,.0061646,47.5,41.5,51.6141,45.01906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55865,89488,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/18/2018,YouGov,B,1189,rv,.4010155,.0393465,45,41,49.73125,43.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9th9okzc75/econTabReport.pdf,54101,87452,9/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/19/2018,NBC News/Wall Street Journal,A-,594,lv,.7978744,.1215259,51,43,50.32769,41.98977,"","",http://media1.s-nbcnews.com/i/today/z_creative/18955%20NBCWSJ%20September%20Poll.pdf,55829,89391,9/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/15/2018,9/21/2018,Ipsos,B+,1209,lv,.0602474,.0065572,47.5,42.2,51.6141,45.71906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55864,89487,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/19/2018,Fox News,A,818,lv,1.315526,.2208401,49,42,48.93378,41.97261,"","",https://www.scribd.com/document/389168043/Fox-September-2018-Complete-National-Topline-September-23-Release#from_embed,55830,89387,9/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/20/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3231102,.0363485,46,43,47.77228,41.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,55888,89554,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/22/2018,Ipsos,B+,1178,lv,.058674,.0068383,47.3,42,51.4141,45.51906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55863,89486,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/16/2018,9/21/2018,Harris Interactive,C+,3276.5,lv,.243821,.0333865,47.5,41,50.14227,43.38705,*,T,https://scottrasmussen.com/crosstabs-september-16-21-2018/,55831,89727,10/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/17/2018,9/23/2018,Ipsos,B+,1168,lv,.058155,.0072286,48.3,41.6,52.4141,45.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55862,89485,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/17/2018,9/23/2018,Gallup,B,1308,rv,1.458416,.293962,51,42,50.44764,40.92548,"","",https://news.gallup.com/poll/243173/parties-voters-keyed-midterm-elections.aspx,55837,89587,9/27/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/18/2018,9/24/2018,Pew Research Center,B-,1439,rv,.4097883,.0737529,52,42,51.90773,42.20705,"","",http://www.people-press.org/2018/09/26/democrats-have-edge-in-2018-midterm-voting-preferences/,55891,89557,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/18/2018,9/24/2018,Ipsos,B+,1108,lv,.0552023,.0072857,48,41.7,52.1141,45.21906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55861,89484,9/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/18/2018,9/24/2018,McLaughlin & Associates,C-,1000,lv,.6150418,.1063816,46,42,48.27379,39.5372,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2018/09/MA-National-Monthly-Omnibus-September-2018.pdf,55934,89629,9/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/19/2018,9/25/2018,Ipsos,B+,1424,lv,.0710102,.0099182,47.9,41.3,52.0141,44.81906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55971,89737,10/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/21/2018,9/22/2018,Harris Interactive,C+,1000,rv,.0738745,.0116632,44,36,46.64227,38.38705,"","",https://thehill.com/hilltv/what-americas-thinking/408542-dems-hold-8-point-lead-over-republicans-in-generic-ballot,55890,89556,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/20/2018,9/23/2018,Morning Consult,B-,1966,rv,.4076268,.0541087,43,35,47.56789,36.9945,"","",https://morningconsult.com/wp-content/uploads/2018/09/180960_crosstabs_POLITICO_RVs-1.pdf,55889,89555,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/22/2018,9/24/2018,Marist College,A,802,rv,1.22652,.2746518,48,41,48.15729,41.32661,"","",http://maristpoll.marist.edu/wp-content/uploads/2018/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1809251359.pdf,55883,89549,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/20/2018,9/26/2018,Ipsos,B+,1390,lv,.0692751,.0102283,47.5,40.6,51.6141,44.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55996,89736,10/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/23/2018,9/25/2018,YouGov,B,1234,rv,.4333309,.0641169,46,38,50.73125,40.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m6ng12ro4y/econTabReport.pdf,55881,89539,9/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/17/2018,10/1/2018,Public Religion Research Institute,"",2509,a,1.749635,.3810894,57,39,56.44359,39.60264,"","",https://www.prri.org/research/partisan-polarization-dominates-trump-era-findings-from-the-2018-american-values-survey/,56506,90919,10/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/21/2018,9/27/2018,Ipsos,B+,1420,lv,.0707107,.0110132,47.3,40.6,51.4141,44.11906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55995,89735,10/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/23/2018,9/27/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.3362494,.0548612,47,42,48.77228,40.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,56005,89803,10/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/22/2018,9/28/2018,Ipsos,B+,1603,lv,.0797545,.0130755,47.9,39.9,52.0141,43.41906,"",T,http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1,55994,89734,10/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/23/2018,9/28/2018,Harris Interactive,C+,3338,lv,.2015171,.0377384,48,40,50.64227,42.38705,*,T,https://scottrasmussen.com/crosstabs-september-23-28-2018-2/,55935,89633,9/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,9/19/2018,10/2/2018,Kaiser Family Foundation,"",949,rv,1.361431,.3556949,50,38,49.87031,39.19444,"","",http://files.kff.org/attachment/Topline-KFF-Election-Tracking-Poll-Health-Care-in-the-2018-Midterms,56290,90480,10/18/2018,15:58:20  5 Nov 2018
